# {"t_start": 1702673770.5570679, "env_id": null} 
r,l,t
225680.0,1856,98.60079
243215.0,2336,227.963527
248980.0,1691,307.239027
248545.0,2168,443.417327
248250.0,1335,539.021465
385855.0,1813,667.024077
257695.0,1508,775.814975
228615.0,1138,857.322525
225165.0,1401,946.807935
226065.0,1395,1014.748551
226425.0,1094,1067.072817
246405.0,1892,1159.746046
239020.0,1055,1211.78067
395115.0,1443,1282.844941
245860.0,1030,1333.975457
244965.0,1005,1384.58512
250595.0,1127,1441.947513
466415.0,1492,1517.420401
237945.0,1010,1568.027297
319140.0,981,1615.256449
386400.0,1491,1691.968151
350495.0,1293,1756.798261
319000.0,907,1802.227411
329895.0,939,1848.77448
399185.0,1144,1906.807644
330995.0,1225,1970.15532
346310.0,1174,2029.138433
337025.0,1236,2092.366785
238535.0,901,2137.968242
244270.0,972,2184.572498
252410.0,1187,2245.776452
245975.0,1135,2302.582669
270065.0,1360,2368.506899
238635.0,790,2407.973216
248330.0,747,2446.07656
251880.0,1176,2504.144462
236890.0,904,2549.606463
243260.0,1097,2605.554854
231715.0,1008,2656.573221
239175.0,878,2701.433161
231130.0,858,2742.593494
231590.0,815,2785.056435
225350.0,744,2822.598978
219045.0,759,2860.802608
230700.0,787,2899.961952
322600.0,1068,2952.791331
235425.0,891,2997.524858
255355.0,1045,3049.230102
345330.0,1486,3124.852716
399860.0,1619,3203.820649
240055.0,1258,3267.798986
242760.0,970,3316.588784
273315.0,778,3355.923294
243930.0,890,3400.700468
313200.0,1111,3457.269131
311450.0,1182,3515.699097
245350.0,1014,3566.313292
234470.0,888,3610.552726
215400.0,730,3645.307205
228045.0,778,3683.44942
221565.0,821,3726.544384
238095.0,863,3770.53359
224985.0,766,3808.647792
234840.0,765,3847.313593
229260.0,883,3888.651177
227010.0,1007,3940.00009
215250.0,1237,4002.865213
235265.0,960,4049.697495
224110.0,903,4098.557023
246465.0,1082,4151.915427
231280.0,902,4196.562084
312435.0,1276,4260.300538
226650.0,891,4305.403201
222285.0,767,4343.955899
235935.0,824,4384.11378
