# {"t_start": 1702673770.6286087, "env_id": null} 
r,l,t
229305.0,1676,91.154483
231285.0,2014,199.811671
233445.0,1345,268.790222
243170.0,1362,331.163111
262085.0,2050,470.537828
244140.0,1633,586.609314
262420.0,1646,704.658248
252710.0,1175,787.856571
237410.0,1343,885.275313
226760.0,2222,1004.617133
239360.0,1366,1072.370081
230770.0,1554,1147.363839
236525.0,1245,1210.153526
272025.0,1851,1301.050347
221975.0,869,1344.709514
254325.0,1061,1397.621834
250275.0,1199,1459.340286
234135.0,972,1506.402452
247765.0,1063,1558.389858
234035.0,792,1599.894104
255880.0,989,1648.59969
232905.0,866,1692.81888
436000.0,1421,1763.998919
400300.0,1131,1821.79808
245335.0,935,1867.981047
340580.0,1035,1920.100234
249705.0,838,1963.961402
260505.0,901,2009.97665
385860.0,1268,2073.77962
244375.0,955,2120.51245
399420.0,1475,2196.110682
350665.0,1495,2271.280285
236870.0,710,2304.995031
252610.0,1175,2362.764853
242985.0,880,2407.557674
245000.0,936,2456.537634
239895.0,748,2491.410972
231490.0,891,2536.648922
235990.0,810,2579.138903
241720.0,783,2617.648772
237405.0,843,2658.510753
230540.0,832,2701.97885
225780.0,1033,2753.456871
239770.0,1011,2804.17939
240050.0,837,2844.774887
219170.0,1004,2895.56844
247120.0,783,2934.079465
226915.0,754,2973.018178
239355.0,925,3018.886913
237610.0,967,3067.668091
256920.0,1241,3131.069781
234450.0,864,3172.136977
221360.0,897,3216.604081
229455.0,831,3260.108375
229275.0,1027,3310.799562
234110.0,787,3350.358658
240510.0,1209,3412.366634
230980.0,1177,3470.650791
227845.0,679,3503.781857
230405.0,1074,3556.640674
231100.0,1030,3610.067578
223520.0,946,3656.311255
211675.0,827,3696.17287
213675.0,849,3739.748522
221790.0,872,3784.217197
228245.0,1123,3841.201331
214440.0,867,3882.144749
222485.0,870,3926.506552
253965.0,882,3971.37739
234365.0,891,4015.894304
229410.0,920,4062.103456
263705.0,1085,4118.054712
218535.0,698,4152.516007
244010.0,900,4197.038474
231335.0,751,4234.896708
242080.0,802,4274.818863
241700.0,1134,4331.44775
226265.0,809,4371.690623
239250.0,834,4415.134974
317465.0,1258,4478.978117
246910.0,991,4529.994316
329420.0,1100,4583.347813
234315.0,697,4620.199993
376075.0,1421,4691.142763
259390.0,830,4731.683061
335760.0,1174,4790.4077
210095.0,660,4825.365185
229150.0,833,4866.596468
386035.0,1368,4936.277575
235960.0,855,4978.090223
237040.0,857,5021.937809
221950.0,1275,5085.946467
233670.0,930,5131.998276
257045.0,963,5182.065141
228065.0,779,5221.145757
228990.0,958,5268.013726
217785.0,769,5307.157321
230715.0,755,5345.536861
221210.0,651,5377.888866
329470.0,1173,5438.915653
232135.0,849,5479.962681
319510.0,1063,5535.788863
222460.0,834,5576.618087
233000.0,764,5615.535311
234210.0,758,5654.188492
230480.0,786,5693.511822
252345.0,836,5737.787232
238120.0,809,5777.716537
324810.0,938,5824.553924
223565.0,721,5862.81073
239375.0,951,5910.091764
333770.0,1060,5965.729373
374505.0,986,6014.114424
324250.0,1037,6065.954012
343440.0,1068,6121.880265
379065.0,1028,6173.993134
229450.0,708,6208.362176
252235.0,925,6257.519054
247245.0,751,6293.78038
319850.0,1009,6345.070953
332040.0,1021,6397.05857
235780.0,685,6433.645463
229560.0,865,6475.845493
334195.0,834,6519.623583
230410.0,732,6557.548011
266275.0,980,6605.01796
243855.0,680,6640.822891
243755.0,841,6682.094362
253695.0,894,6727.044669
223525.0,804,6767.310882
312575.0,944,6816.459008
225520.0,774,6856.635118
210955.0,802,6896.037989
220865.0,668,6929.120393
244660.0,927,6977.746167
226960.0,783,7017.303022
248945.0,827,7058.215825
244495.0,829,7101.433074
230590.0,751,7137.942352
232490.0,800,7180.689952
326560.0,1011,7232.032614
249865.0,939,7278.586205
239400.0,973,7329.183829
236830.0,889,7371.738104
215690.0,837,7414.892789
237705.0,807,7455.430381
232080.0,804,7509.748672
238095.0,725,7564.787645
227555.0,782,7615.407006
232775.0,884,7659.493853
219350.0,1066,7714.920006
243920.0,956,7762.585024
234780.0,855,7806.874441
252430.0,963,7853.853718
314780.0,979,7904.703614
229430.0,825,7945.27044
326975.0,969,7995.212622
391790.0,1462,8067.974523
239175.0,769,8106.46055
237505.0,827,8149.668409
244330.0,913,8195.5529
350820.0,1205,8254.985566
331975.0,1227,8318.163131
238780.0,936,8364.729908
236935.0,831,8407.771829
242325.0,959,8454.596932
243160.0,774,8493.824002
233110.0,862,8537.160042
247925.0,834,8580.897182
326540.0,1049,8633.681658
254170.0,1001,8685.499519
291130.0,772,8724.21819
325165.0,1060,8777.288902
255085.0,754,8816.189964
245070.0,955,8863.185982
233030.0,753,8901.830119
226605.0,933,8949.025372
329280.0,1008,9003.367995
256135.0,949,9053.218585
329425.0,1004,9104.45978
242380.0,981,9152.285451
239785.0,857,9196.566223
238425.0,770,9235.267116
234095.0,866,9280.053327
238600.0,862,9321.815158
243560.0,861,9365.845634
236580.0,751,9404.495045
238300.0,876,9449.442603
328560.0,997,9500.533821
381285.0,962,9547.804421
243630.0,1025,9600.09382
234695.0,865,9644.661946
211465.0,854,9688.930165
225655.0,871,9730.386756
