# {"t_start": 1703561581.20828, "env_id": null} 
r,l,t
320261.0,6524,330.765272
306502.0,7931,670.081319
155053.0,4880,879.561311
527820.0,6359,1153.840806
113005.0,5492,1394.150841
698490.0,4761,1603.542931
349803.949792,5256,1835.054657
982809.759728,9719,2249.769775
193139.759727,5713,2501.053614
842694.470119,4305,2693.620159
20770.759727,10000,3116.490991
854371.759727,4482,3313.019116
666640.040104,5182,3536.073152
295579.40041,9039,3894.025776
697915.799728,8849,4236.25016
988681.909686,6050,4478.764327
530679.759727,3672,4617.401657
364305.610056,7606,4916.597593
657698.370057,4801,5111.021707
514427.770054,8598,5438.569325
487932.37006,5625,5660.170665
743473.400081,4827,5848.561286
896158.949724,4832,6045.234478
664801.039778,7070,6322.601808
130160.980055,4188,6490.448512
843526.949747,6220,6750.354418
846058.589723,4308,6912.069055
1271043.220053,8180,7227.974149
490537.13,10000,7600.65484
-31204.779921,6356,7854.121222
223450.130436,4944,8052.288714
540457.790055,8151,8370.625597
345869.58008,5398,8584.624484
705437.769758,10000,8961.649374
376067.130055,5260,9167.924624
165019.130084,10000,9544.979899
172521.039749,5286,9754.261138
815694.859694,8910,10102.847399
821310.310081,5760,10323.803679
837034.04008,6846,10595.266024
841947.770366,5513,10806.518886
141775.869779,7250,11095.095409
697586.139724,9899,11468.082174
353992.220438,5664,11687.060072
121367.219775,5107,11889.405104
496009.220387,4987,12085.93076
154917.219774,4222,12254.091854
577771.860054,6277,12528.036733
875052.040055,7376,12816.204813
608528.950054,4969,13006.2842
291771.220081,8399,13335.924683
216927.310108,10000,13701.998043
459275.860054,5225,13904.409386
762906.580082,4660,14089.002291
144183.310052,4648,14273.351764
216504.770032,6861,14534.904105
483640.129777,7017,14819.103995
118723.200015,9287,15171.247387
334745.400074,7693,15475.71704
475114.490047,6377,15726.62912
388614.040055,4424,15902.278044
1228007.130077,6801,16168.467154
552163.950062,3731,16317.867271
488727.310408,6527,16558.937457
818796.220057,7711,16846.366523
405639.309775,7536,17091.739566
837063.320023,7607,17341.231324
457164.400082,5960,17539.043971
10420.590121,6149,17739.088463
1491360.130053,6932,17968.818154
783631.819763,5526,18143.739357
667807.129749,8836,18403.895167
128812.040082,6581,18601.07326
510975.949723,9421,18874.486055
981988.310387,4902,19018.940041
507167.399779,8348,19259.813526
1043183.770207,4270,19393.740278
556009.040056,4168,19518.066393
384281.320025,6756,19713.300362
651486.040107,7781,19940.122348
647578.220052,6277,20127.487105
344794.310408,9510,20404.909279
317768.770081,6190,20583.386733
162174.129723,6446,20771.625505
277295.310104,6423,20961.353296
338672.040052,5623,21120.996944
630574.58041,5830,21294.903584
1156664.400082,9491,21569.289155
146130.490077,6420,21759.801023
494296.040383,8723,22016.914244
499243.220053,10000,22303.871451
830725.860109,6914,22510.440931
159449.400411,5615,22674.763554
130146.949721,7347,22890.651411
678222.130362,8276,23126.633536
653119.220382,9847,23408.730585
480362.12972,5019,23558.652543
534137.039696,7413,23774.16225
548581.860095,6353,23960.756819
707589.130106,7549,24175.202857
333998.220026,9766,24464.897922
305603.310411,5234,24615.582775
313001.590054,6200,24794.219352
-22288.870257,9419,25064.69945
288573.630425,8513,25315.344192
848332.309747,8494,25563.288563
469957.950106,6633,25755.215659
849863.580049,8961,26012.377463
672166.130414,7950,26245.904088
820952.130076,7219,26459.621363
320888.130109,6082,26637.779845
862192.670102,8805,26893.631681
364242.860078,8933,27147.426986
697823.859751,7731,27372.660667
893218.040109,10000,27663.569841
485691.010395,7135,27872.568167
1075.499776,5105,28020.555074
443894.40044,9524,28301.524598
489707.220055,5938,28470.928426
618178.220054,7205,28680.209233
1147152.309749,3452,28780.406549
513037.130023,7169,28989.112014
997262.040437,7363,29202.462646
822080.409749,10000,29490.061445
1170663.039748,8895,29748.294968
666078.310052,6910,29956.150048
501117.49005,5543,30118.471547
340583.129745,6746,30312.558447
784994.680054,8948,30571.760947
979304.400082,5693,30731.838193
472793.309748,6500,30921.567229
328413.400413,4733,31056.862751
1162729.130109,6093,31232.239106
981566.310052,6835,31426.273014
478794.309744,5382,31584.243372
669943.03974,4840,31726.521815
300674.039873,6085,31903.710158
460504.489768,5379,32055.590729
359953.129747,5817,32228.285191
1007620.040109,4891,32368.004962
660096.040059,7984,32597.637495
806781.220412,10000,32888.337351
983134.859723,7755,33112.433532
644877.040124,7171,33321.099025
486296.400109,10000,33603.748839
835725.130081,6551,33795.054443
677300.130081,6474,33981.947504
525575.4001,9725,34262.673544
643526.770055,5464,34424.866368
867867.129719,6691,34617.821705
333693.130074,5188,34774.206572
-11391.689573,10000,35059.978388
1019386.950078,9249,35325.82972
631743.129775,5376,35481.616558
471869.310383,10000,35771.473316
361730.310382,7049,35982.028273
506365.040107,9281,36250.713381
145007.129724,6910,36452.001404
642242.490109,9271,36718.154769
299864.309747,5288,36870.570863
625847.679751,8103,37107.831386
821920.039749,8722,37357.883185
943552.130438,9893,37639.7279
488025.309773,6448,37823.528435
318397.310081,6448,38009.69025
907806.949722,10000,38298.431544
786450.950313,6990,38501.986197
489775.109707,6726,38694.443057
673985.13041,10000,38983.563609
132432.130079,6825,39174.843018
725736.950055,9625,39460.935167
1016970.129749,9620,39739.678334
159880.950027,5822,39905.057163
506922.859696,8453,40149.046391
784842.580082,7946,40376.005637
1271058.130028,8710,40626.096459
462434.400354,8720,40881.701748
507910.49011,7657,41107.335435
697897.130386,5276,41260.945923
929167.40008,7448,41484.28161
4243.039719,10000,41772.540682
508911.039997,5555,41933.164063
666075.129718,9505,42203.717283
825777.589773,9974,42496.314652
1220392.220026,10000,42783.552199
681843.15015,6023,42961.455684
336142.679725,7114,43173.130062
379687.130078,10000,43461.331587
998723.220053,6817,43663.562001
825976.400077,6838,43861.041044
655318.13008,8894,44123.436853
464210.310442,10000,44420.006936
338577.679696,9976,44710.924905
705071.040055,10000,45005.446808
515770.580081,9619,45290.704665
832626.950109,8561,45545.383198
1213997.219776,4977,45686.140618
663475.219775,7916,45924.909587
845317.039722,10000,46218.514299
658236.040414,6651,46415.469271
503441.040105,10000,46710.777295
137371.770054,10000,47000.889652
457633.220053,10000,47291.327976
875753.31008,10000,47582.612738
187523.040056,5724,47755.634177
449931.219715,5561,47929.57111
852502.590365,10000,48229.408355
505021.769724,6358,48423.040314
101696.040081,4566,48568.572368
1206985.359737,9439,48853.344183
728701.220103,6163,49042.100146
1218833.130081,10000,49343.922395
952819.220055,8495,49611.445015
-11653.14028,5926,49798.746152
839038.130051,9975,50104.838606
959007.490384,6052,50289.655809
523653.950028,8337,50544.265285
352007.770051,7681,50787.994587
314210.130056,9483,51079.548187
531157.86003,9324,51376.866089
523015.400077,9416,51670.590357
628820.409773,9167,51958.411183
869988.680031,9145,52243.545308
485989.03972,6249,52442.368345
393100.040412,5765,52619.551917
480875.950414,8457,52875.210918
275675.130051,5818,53058.974632
134270.04007,8976,53338.278331
1346650.219771,8719,53611.383541
194478.270097,9473,53902.788075
1511230.040413,6369,54098.941951
977737.039747,8576,54364.29567
385100.039999,6028,54548.895748
1002517.039747,9811,54859.918359
648087.309718,8041,55111.791979
674548.860055,6640,55322.896125
609151.400362,5123,55479.157524
561483.220107,8001,55729.725756
537377.220084,5551,55900.430481
159907.950144,9402,56191.274036
324790.310362,8361,56451.073545
798888.949719,7822,56697.007894
1038771.129694,10000,57003.328628
676561.220025,6960,57216.446654
478555.12974,3985,57347.367674
866531.949724,3889,57465.100703
141377.039695,5352,57634.722456
657207.490411,4445,57774.796497
1133285.220054,10000,58087.188573
682877.31008,8702,58358.494056
398488.04008,10000,58667.490519
485692.769694,6711,58878.468499
927835.22008,9568,59174.503818
493044.310055,9421,59472.534341
363814.220052,9827,59774.089926
492085.680056,6025,59960.375003
995954.040381,10000,60267.018197
979807.040055,8228,60518.022335
1168148.489772,7598,60754.845974
662538.310024,10000,61065.747656
456528.590078,9699,61365.418589
891866.950055,6185,61559.781309
351756.30975,10000,61869.092274
792331.950054,8390,62131.352239
656867.950054,8145,62388.051704
335089.399777,8628,62653.455868
498306.679997,8020,62901.37485
266237.859694,8528,63166.803496
121576.130052,6226,63369.068022
706903.859776,5498,63541.514584
1001293.042251,7528,63771.535395
1032065.130054,10000,64079.490784
1382202.30975,8098,64336.140301
702145.950082,10000,64642.478433
497458.040055,6347,64840.203167
636902.770412,7726,65081.630688
677473.499816,8309,65343.446157
1178536.49041,10000,65651.830875
9169.040392,9032,65939.182555
694247.769666,10000,66238.842164
715768.310387,6779,66450.927973
986532.220056,9611,66748.979943
655180.130383,6742,66958.89497
170323.490385,10000,67269.509009
353565.76973,6688,67473.679971
1012869.040078,10000,67788.371392
-17438.140253,7177,68013.167953
863454.950056,10000,68329.268517
634454.130355,6326,68524.713203
557584.310028,5393,68695.778257
961188.859694,4076,68821.019428
571945.950001,5815,69006.184958
879919.310365,7119,69231.570597
1001323.580081,9697,69535.384305
273938.040388,9599,69830.869538
968952.400358,10000,70144.729026
1513416.219776,9784,70450.031761
801487.310402,6405,70652.289945
816506.040066,7644,70886.416366
1034145.130056,6435,71090.878873
546376.580408,5818,71278.508132
1148816.949788,7093,71498.090846
1020797.130396,7145,71718.056815
487043.040416,9412,72010.014178
263428.130083,6818,72215.763317
670473.680059,9557,72520.389708
524129.039718,6858,72727.923319
825965.040105,8174,72983.638976
575470.950083,6041,73172.766828
281126.040265,5224,73336.270407
661497.860026,4115,73462.811896
1373769.39975,5767,73640.626415
442934.310105,9477,73931.607608
652176.310415,9567,74227.653172
579736.310078,9180,74506.775351
994892.039721,10000,74807.877408
520449.859764,7160,75026.303659
319287.22008,7318,75251.603386
331140.490414,6870,75461.93906
