# {"t_start": 1703400717.5298574, "env_id": null} 
r,l,t
146635.0,6621,222.817441
102016.0,5072,375.608144
143444.0,6636,581.452253
-11722.0,7854,830.634403
-20046.0,7042,1057.773499
-58760.0,5415,1233.370737
317669.0,5770,1423.609013
152230.0,5586,1606.185123
150993.0,5715,1794.965065
495828.0,7681,2047.871094
208486.0,7780,2303.836619
-10724.0,5618,2489.689373
172381.0,6311,2697.654797
40615.0,6796,2923.74913
51552.0,6564,3141.510219
-20414.0,6310,3351.217992
145175.0,7681,3604.949712
262037.0,5433,3786.202144
318250.0,7084,4018.619858
154914.0,5709,4208.087969
372766.0,7307,4450.712238
531867.0,4822,4611.649033
11340.0,6963,4841.014099
203736.520197,7445,5087.799224
671806.0,8085,5353.006262
355319.699858,7867,5613.228722
56658.519861,7515,5860.470594
45851.609861,5799,6051.36589
217248.0,7894,6308.021734
48000.339862,7299,6548.198163
62401.429861,9335,6852.876437
185154.369985,6346,7060.080086
33785.0,5812,7251.070838
77067.949813,9302,7552.120204
534986.249861,9135,7847.727148
225154.519862,6377,8055.908573
241363.770026,9556,8367.737779
146798.519858,8543,8644.743924
193618.130062,7871,8901.180213
20783.359737,9624,9213.671694
381683.939997,6349,9420.69964
236136.220101,7376,9660.609915
400569.759848,7141,9891.507255
181736.339834,6746,10112.737541
156207.079999,6471,10322.797813
188010.610194,6632,10537.524982
211891.699862,5493,10718.169168
349532.639999,7561,10962.889898
77150.429857,10000,11288.108248
57370.430146,9055,11581.173943
-50174.29978,5990,11775.618641
252553.280081,9228,12075.800111
320066.60986,6788,12296.58562
156998.219744,8066,12557.393054
17144.429834,7495,12800.849803
399017.400049,7260,13034.385653
817995.090069,8539,13311.183349
239227.090343,8614,13590.750675
90387.680052,9945,13910.300654
72279.249929,7581,14154.079785
169593.88019,8412,14425.080278
235142.040408,10000,14745.566162
14299.699861,7025,14972.059298
304691.609858,6687,15187.535498
242043.610163,8283,15454.009059
334898.519862,6901,15676.455434
169907.699888,6167,15875.257922
195555.089764,8440,16147.824028
229093.499709,7925,16538.284633
66901.790193,6991,16765.350334
258256.769744,7954,17021.751521
230504.660196,7403,17262.591254
20100.740068,9921,17582.828602
234041.130053,8353,17850.824494
240219.59982,7715,18100.844586
51549.519885,7021,18326.895376
192323.129718,9359,18630.392095
27252.64037,8512,18903.552518
227569.429861,6611,19118.024491
417053.859692,8258,19384.191537
40789.980148,6872,19605.726513
555607.180014,8816,19892.930848
347364.669833,7422,20131.41063
18997.519834,7205,20363.94898
229224.429834,6258,20565.013987
197892.499722,10000,20886.315188
93251.640065,8904,21174.024514
393106.429859,6429,21383.416605
62841.130046,9040,21675.045747
56636.479849,6864,21894.805106
196540.180012,8961,22183.976605
230226.310049,9056,22474.590781
244270.269735,7689,22722.509633
234238.129747,8663,22999.238922
563829.860053,7667,23246.855341
401819.769745,10000,23569.077011
62830.040053,7879,23824.720354
187998.040368,8514,24099.616852
224619.609862,6663,24314.984
191590.30972,7564,24557.410177
173865.940192,7125,24787.308713
186719.999709,7726,25038.115976
31312.359738,7330,25274.185345
214640.57018,7497,25515.857481
186095.939875,7379,25755.877111
54419.609861,6756,25972.276629
203151.889833,8602,26253.04859
-39946.570166,7193,26484.871869
558085.369985,6695,26701.984261
-2390.779735,10000,27023.07723
227796.569846,6886,27246.388382
231980.589693,9481,27554.418217
385810.979859,7877,27809.059719
26015.790179,7549,28054.267654
10395.039763,6755,28276.806298
56384.369985,7166,28510.256275
62177.949697,9845,28830.324406
554536.609861,6990,29057.432139
234131.190024,10000,29380.858421
232749.130103,8470,29658.685175
240621.040082,9006,29955.986958
188190.300185,9516,30266.986602
565152.610193,7133,30501.438283
27165.180041,8221,30770.9983
161987.430193,6754,30992.198426
195569.73019,7344,31233.365566
181547.610222,7138,31467.456643
229579.639731,7568,31715.704787
411090.449736,8655,32001.890277
54994.609886,7508,32246.866751
85775.040365,10000,32574.881721
185825.769668,8453,32853.008597
248186.220109,10000,33184.185255
181480.15986,6886,33413.699447
-8061.050308,8068,33683.106612
58478.339929,7648,33937.044214
556744.609858,6926,34168.031928
575953.209864,7384,34414.752039
223250.789998,6587,34638.721033
250507.949719,8307,34921.013825
69559.130383,7582,35207.867541
56589.519835,7281,35530.928525
92143.68039,10000,35996.798653
27448.680052,8236,36287.825035
33252.909779,8312,36579.891805
194936.009995,9123,36902.293942
72252.129693,9658,37241.078219
240150.519831,7027,37490.174874
537334.790216,6443,37718.787207
405365.660178,8222,38008.369561
-6294.270322,8768,38319.595351
57901.480239,7908,38601.599508
344169.699861,7511,38864.244885
413470.94972,8701,39173.890906
26606.060099,8011,39455.846071
224339.609887,6842,39697.543072
185559.909684,9624,40038.309045
361709.580105,9060,40360.174432
44145.039714,8063,40643.288654
183546.949772,8543,40946.731892
183100.519862,6995,41195.202623
-24428.679989,9181,41519.342109
173271.429861,7754,41793.379805
212192.700194,6217,42015.800645
32298.950054,9247,42341.448897
344368.789845,6533,42576.187935
232274.220081,8526,42879.714124
374885.609862,7513,43148.091255
66826.519861,7114,43398.338128
189638.729764,8737,43705.81697
514169.180099,7295,43964.828735
555626.520171,6972,44209.386916
21701.68007,8839,44522.445705
5582.249831,7945,44803.843716
52609.0,5332,44994.074903
193073.219749,7812,45271.315746
79553.769719,9851,45621.581782
197037.589718,10000,45973.200356
347430.130261,6522,46206.446568
3329.609861,6673,46441.580434
403065.129744,8147,46732.635915
404172.609885,6851,46974.801586
54304.479875,7055,47225.138569
89863.310385,9685,47569.406762
7527.530215,7344,47828.340746
174322.219687,6947,48075.10999
318835.550065,8111,48364.393411
25348.039721,8597,48669.334096
190449.039747,9999,49024.116738
51990.800262,7173,49278.046332
224105.790193,7000,49524.980141
175699.730013,8836,49837.190203
17015.310024,10000,50188.430394
218304.52022,7772,50466.128036
385050.0,6317,50691.044475
60226.660205,7809,50968.552986
392309.250216,8160,51258.360958
221288.939888,6877,51503.078953
165648.610194,6165,51722.163345
207281.770006,8400,52020.298343
182336.409694,8133,52306.362357
135173.359761,7278,52565.691381
732245.139725,8744,52875.163726
38077.249929,8154,53165.544429
234055.150187,7310,53425.479512
57849.859746,8241,53717.556893
67378.090065,9819,54063.376037
471783.999682,9305,54393.100593
24530.909708,8771,54703.432756
150634.129716,8140,54991.718804
183519.360068,9283,55320.536262
204480.950518,8941,55637.564992
387380.829901,7515,55904.357626
408984.85975,9198,56230.588876
363318.240151,9369,56563.144275
22390.400105,9689,56906.45053
91390.219719,10000,57260.178558
12161.180083,8931,57580.239575
392068.68,7984,57861.016929
216079.769721,7367,58130.959392
203552.600002,5938,58342.526274
197754.249855,8182,58633.330974
371668.85972,9636,58972.313507
37241.680029,8261,59265.494092
177813.129694,8339,59560.658477
561429.18004,7319,59818.798113
32679.480249,8878,60145.17744
149187.250221,7823,60430.647401
239263.769693,8620,60749.454379
236842.270381,8906,61078.580813
189556.609888,7599,61354.793504
185801.699885,8433,61663.979218
59480.679694,9454,62012.357961
63558.699889,7091,62273.000075
344161.959762,10000,62640.11834
80440.249834,7893,62929.316192
80497.299848,7468,63202.725231
530827.129716,8592,63520.830412
37967.090063,7864,63808.857733
227281.340193,7476,64081.655639
223381.659848,6443,64316.416462
390948.519859,6119,64542.677952
725794.429834,6976,64801.091406
411176.129719,9063,65131.169257
382400.159861,7200,65395.818516
237028.22008,8172,65694.224384
336343.339861,6241,65925.606649
388440.699891,7307,66191.81018
550824.639999,5955,66411.272181
55561.0,5780,66621.579824
247640.31008,9131,66952.847445
218780.639999,6470,67191.94283
179091.450068,9576,67540.694997
43806.000041,7972,67832.212619
175809.639999,6288,68061.671895
170422.750207,5651,68268.254136
176025.790218,7177,68529.763411
165317.089709,8316,68835.956741
161793.679721,9701,69190.992732
76913.219749,7993,69482.4926
40763.309748,7861,69770.208037
321272.340372,7990,70062.093762
233282.429834,8019,70351.560316
226533.339834,7330,70617.36627
65345.179713,7473,70890.185373
22938.889848,8478,71196.776006
203974.220055,10000,71556.982165
226913.860025,6878,71807.812673
-35918.160126,7103,72068.106552
525159.000429,7882,72353.997223
-13625.640264,9002,72681.328628
227919.180035,8213,72978.205455
214761.120192,7367,73245.515051
239600.919683,9233,73583.432472
69004.859744,8407,73886.866637
-20216.319905,8102,74181.403467
327516.360066,9452,74524.198362
22606.519834,7554,74795.885396
61655.220028,8379,75099.463123
235451.609858,7231,75360.922339
301936.430221,6910,75611.36912
37154.179736,7980,75899.053966
356785.949719,8457,76203.854969
53700.700193,7524,76473.338152
390818.360064,8971,76797.79706
184979.519861,8254,77092.354286
366141.310354,7886,77376.345145
240865.339902,8955,77698.77575
34369.159862,7989,77983.943797
465273.949749,8865,78302.174802
231841.270041,7913,78585.022573
192358.130025,8547,78887.813975
410974.21972,7993,79175.44602
15128.820081,8069,79461.481633
188405.000026,9441,79800.767879
354297.789886,7537,80069.258633
72083.040054,8676,80377.253059
27916.429834,8068,80663.789554
203106.859722,9184,80993.243198
540723.0,6277,81219.567025
178139.610219,7279,81480.405426
72717.600056,9062,81802.851657
179914.859719,7968,82090.487071
390881.299914,6994,82339.417332
16990.740142,8648,82648.262858
515270.510383,9076,82977.782465
214653.499791,10000,83334.813992
908606.249861,8887,83650.362195
7779.749874,8427,83951.138153
384315.660208,6205,84173.656408
701089.589667,9525,84511.27278
376529.86008,9611,84851.372554
25239.640151,9518,85188.442744
86239.519834,7642,85464.249733
