# {"t_start": 1702952709.5081418, "env_id": null} 
r,l,t
8233800.0,6305,307.10837
8392000.0,6274,587.481288
8748875.0,7266,915.806225
8579675.0,5610,1169.103909
8937905.0,4537,1380.654056
8847270.0,4699,1599.148982
9682790.0,3935,1780.651228
8620190.0,4736,2003.395727
9436495.0,3864,2183.539687
9643540.0,4000,2373.96875
8887825.0,3420,2533.963744
8836490.0,4109,2728.789409
9059105.0,3836,2906.153457
9064645.0,4674,3123.690043
8779625.0,4210,3323.347563
8962195.0,4621,3540.681552
8649150.0,5824,3811.605405
8770960.0,5105,4049.933224
9015240.0,4372,4255.125796
9077725.0,4915,4484.528527
8693475.0,4093,4672.893726
8679250.0,4628,4886.060949
8671000.0,4356,5086.211962
8560800.0,3574,5251.114364
8828100.0,4834,5474.732098
8818765.0,6629,5781.529589
8562375.0,5229,6021.624319
8989120.0,4425,6229.817421
8760640.0,4319,6431.028061
8823975.0,4232,6627.433858
8628020.0,4606,6842.094517
8738395.0,4046,7030.835361
9068920.0,4053,7220.714494
9193465.0,3547,7388.186986
9475240.0,4646,7603.952852
8925150.0,4529,7813.367553
8495150.0,4498,8021.689345
9117150.0,4736,8240.643622
8609830.0,4518,8448.589064
8922185.0,4648,8663.464878
8972405.0,3879,8845.147439
9078215.0,4262,9041.731719
9417045.0,4712,9262.53123
8957905.0,4105,9453.412837
9017885.0,4047,9641.727141
9029430.0,4135,9836.357171
8941465.0,4398,10039.232703
8961520.0,4670,10254.342649
8794245.0,4531,10465.393413
8829440.0,4859,10689.880326
8926765.0,4964,10919.343741
8815620.0,4341,11118.85415
8839720.0,4537,11329.271452
9076920.0,4499,11536.191116
8793850.0,4156,11730.03559
8805395.0,4679,11943.790487
8648700.0,4083,12133.410457
8793020.0,4489,12340.873792
8781250.0,4408,12546.065276
8554450.0,4098,12740.153238
8902185.0,4884,12965.895128
8858775.0,4815,13184.42396
8904125.0,4315,13387.554071
8522830.0,5941,13658.314476
8856100.0,5665,13920.797829
8961515.0,4071,14110.672669
8582250.0,3727,14282.402085
9027015.0,5189,14520.58806
8991360.0,4176,14721.81869
8584305.0,5060,14958.836247
8670475.0,4653,15173.516165
8783665.0,5352,15417.052399
8629810.0,4031,15599.927147
8852125.0,4742,15818.641071
9596810.0,4860,16042.623654
8822015.0,4921,16267.783109
8961005.0,3745,16430.933131
8570690.0,4470,16619.373896
9126470.0,4158,16795.808209
9056675.0,4746,17000.082114
9264115.0,5242,17221.648859
9425685.0,3886,17387.667
8956255.0,3483,17540.081808
9104150.0,3797,17736.840095
9109825.0,3667,17910.065339
8798700.0,4526,18114.960092
8702475.0,4479,18332.749588
8713815.0,5068,18579.015616
8296220.0,4418,18790.215955
8856460.0,5335,19035.503136
9037650.0,4653,19258.400039
8809945.0,4373,19464.695501
8913510.0,4262,19666.341291
9458795.0,4168,19866.489137
9108360.0,4205,20066.677224
8770940.0,4040,20260.209519
8845870.0,4748,20490.251537
8868210.0,5177,20743.493546
8991715.0,4734,20973.705451
9187690.0,4647,21195.601596
9212190.0,4470,21409.871279
10007830.0,4783,21639.585297
9158270.0,4870,21863.143463
8671755.0,4678,22085.405758
8883110.0,4350,22296.03696
8598800.0,3631,22462.641235
8998030.0,4289,22692.461452
8856460.0,4697,22931.123063
9163660.0,4357,23141.743308
9452355.0,4013,23440.078531
9143485.0,4243,23592.553618
8802155.0,4490,23751.804
8986995.0,4584,23910.991312
9572550.0,4555,24071.483916
9265465.0,4644,24233.904583
8964380.0,4152,24381.523758
9057915.0,4678,24545.862898
8938010.0,3878,24683.532619
8939400.0,3993,24826.361965
9153325.0,4328,24981.471918
9312515.0,4699,25147.623403
9059205.0,4246,25300.952814
8777690.0,4155,25438.373289
8717945.0,5355,25628.427764
9190825.0,4961,25804.312738
9244750.0,4251,25957.268826
8854205.0,4098,26107.330112
9289450.0,4037,26250.390358
9682185.0,4671,26413.792708
9020385.0,4103,26555.743444
9194750.0,4395,26708.636885
9042370.0,5923,26916.029429
8816810.0,5136,27093.63972
9050035.0,4280,27243.476713
9006905.0,4175,27390.096009
8925400.0,4517,27547.270988
9208615.0,4229,27694.285107
9341655.0,3816,27827.630723
9024650.0,3924,27964.40895
9037725.0,4249,28112.907807
8900300.0,5014,28287.3508
8966910.0,4343,28437.230247
9182920.0,4211,28583.390928
8967610.0,3849,28716.856565
9416425.0,4120,28859.601707
8807510.0,4076,29000.812081
9205925.0,4208,29147.479926
9464695.0,5765,29348.639737
9161375.0,4038,29490.798899
9391265.0,4278,29639.599564
9886745.0,4321,29789.747079
8918675.0,4335,29943.74853
9209985.0,3887,30078.285861
9251510.0,4097,30221.594086
8740015.0,3960,30360.311002
8724075.0,5079,30536.455689
9267255.0,3984,30676.677867
9143855.0,4120,30820.226053
8695800.0,4801,30988.360467
9459275.0,3926,31126.097947
9167865.0,4200,31272.898035
9035950.0,4091,31415.459789
9067450.0,3948,31554.080018
9350925.0,4120,31697.485083
9015095.0,3903,31833.73833
9339870.0,4298,31984.135609
8706855.0,4307,32133.599648
9553945.0,4495,32289.528632
9223380.0,4527,32446.060618
8968115.0,5113,32623.659364
8994550.0,4161,32770.241956
8714865.0,4060,32912.570283
8949630.0,4280,33063.02766
9002495.0,4262,33211.923742
9484370.0,4441,33367.636749
9431390.0,3804,33500.344306
8916550.0,4313,33649.002312
8652945.0,4652,33812.40371
8978905.0,4163,33958.478867
8965200.0,4289,34108.207939
9131445.0,4423,34262.27026
9346220.0,4293,34411.541229
8948320.0,4350,34564.01118
8769125.0,4499,34720.722002
9238595.0,4036,34861.533766
9101760.0,4301,35011.599895
9287820.0,4386,35164.235384
9148695.0,4275,35313.934108
9441120.0,3759,35444.026211
8977010.0,4515,35603.450364
9069810.0,4063,35746.470952
9026410.0,4575,35905.615508
8732950.0,4556,36064.078663
8592075.0,4701,36227.886966
8909185.0,4121,36370.767095
9322825.0,4317,36520.468529
9090530.0,4428,36674.095467
9097350.0,4447,36827.718558
8822135.0,3927,36966.466867
8887395.0,4317,37115.321875
9005255.0,4492,37270.84344
8897730.0,4198,37417.387933
9294980.0,4846,37587.187241
8974865.0,4000,37726.82958
9782975.0,4426,37881.717607
8608750.0,4885,38052.525642
8923430.0,4522,38210.748233
8931230.0,4026,38351.902973
8756215.0,4042,38494.699414
9517365.0,4422,38647.837125
8869800.0,4096,38790.402051
8969620.0,4215,38937.06085
9184440.0,4356,39089.371736
9032660.0,4327,39240.444086
9023305.0,3929,39378.175642
9161450.0,4093,39520.806284
8673325.0,4098,39663.233814
9049770.0,4532,39821.645299
8801850.0,4339,39973.499667
9778820.0,4804,40141.203591
9076285.0,4474,40297.707429
9151990.0,3985,40438.625554
9016970.0,3506,40560.74815
9481570.0,4119,40705.404963
9244960.0,4959,40880.038575
8809725.0,4155,41025.364626
9223580.0,3964,41164.361068
8854695.0,4478,41321.121435
9370305.0,4058,41463.013048
