# {"t_start": 1702752009.3719542, "env_id": null} 
r,l,t
245749.0,2211,150.78532
268304.0,1543,255.790668
410910.0,1653,369.814553
338991.0,1096,446.175606
525568.0,1593,569.048332
230371.0,831,627.579566
243575.0,1012,701.275179
388345.0,974,772.173122
343320.0,912,837.108814
378311.0,1131,919.887697
246889.0,748,975.294464
357880.0,963,1043.639083
367749.0,1030,1118.012088
356335.0,880,1182.243585
385909.0,1222,1272.003854
255155.0,824,1329.537588
334385.0,862,1392.095266
381093.0,1219,1478.12834
396248.0,1152,1562.00295
384964.0,1084,1642.854468
344380.0,836,1702.434535
385385.0,830,1765.54073
404778.0,1165,1851.582591
261465.0,796,1908.524265
341735.0,833,1971.952332
445843.0,1144,2053.163344
420550.0,878,2118.872378
331530.0,859,2182.156487
248914.0,662,2229.343864
439683.0,851,2292.297644
436158.0,1031,2365.826092
344235.0,813,2424.593469
398838.0,1103,2506.141032
414221.0,1009,2581.194556
347030.0,819,2639.191389
338260.0,782,2696.923481
254060.0,757,2753.138696
258575.0,736,2808.796107
263540.0,754,2864.516075
254150.0,743,2919.79223
439205.0,992,2989.727673
255395.0,776,3045.723848
333184.0,953,3118.087559
460153.0,1077,3194.891727
298805.0,755,3250.552006
258810.0,733,3306.049604
371605.0,946,3373.610579
392458.0,1078,3454.502899
408473.0,1052,3531.001009
321171.0,952,3599.085069
448318.0,1023,3675.092038
301120.0,756,3731.49081
255945.0,737,3786.879023
386623.0,1024,3861.970167
250172.0,658,3910.304304
263015.0,786,3968.013277
254485.0,769,4023.327656
246210.0,721,4077.917162
238045.0,679,4127.164382
337413.0,1191,4217.642437
250010.0,768,4273.717834
246785.0,759,4329.633311
412100.0,829,4389.144471
269820.0,761,4445.476502
334780.0,810,4503.312656
285010.0,730,4558.712491
338543.0,1078,4636.789865
287120.0,737,4692.567349
257890.0,762,4749.371
299430.0,740,4803.979438
257195.0,811,4862.675671
281945.0,750,4917.666652
247630.0,738,4972.783199
244005.0,708,5021.084751
329165.0,785,5081.362873
