# {"t_start": 1702752009.4105027, "env_id": null} 
r,l,t
251312.0,2636,178.585709
229238.0,998,247.573159
267390.0,1919,379.767062
384235.0,1313,472.688798
252441.0,1018,552.427579
405120.0,1135,634.788263
395180.0,1110,717.080483
463875.0,963,783.55563
346985.0,966,854.703509
267600.0,860,914.436343
425652.0,1176,1003.578757
390395.0,847,1062.798841
338905.0,939,1133.352208
245028.0,718,1183.13152
423761.0,1044,1257.48057
511088.0,1145,1339.761733
437123.0,961,1410.416378
364709.0,910,1476.128508
259200.0,866,1540.242332
367836.0,982,1608.769359
402775.0,1037,1684.33977
378065.0,1033,1760.513086
272830.0,802,1822.424337
251665.0,772,1878.762911
430403.0,1102,1958.04219
368719.0,982,2031.75739
372058.0,1015,2107.194785
261390.0,771,2163.401207
261290.0,771,2219.024765
256940.0,745,2274.397107
249210.0,754,2327.926121
273510.0,734,2378.393023
248720.0,729,2433.283188
390118.0,1006,2506.86526
255760.0,684,2556.021387
260830.0,740,2611.201842
398370.0,805,2669.456082
379504.0,970,2742.673274
255870.0,773,2800.212483
335105.0,824,2862.538699
273110.0,964,2931.234288
328085.0,950,2999.292262
323017.0,1051,3079.091493
245965.0,741,3130.361948
432078.0,936,3201.199283
411243.0,1071,3278.634446
405033.0,1026,3353.975913
273015.0,748,3409.369874
410283.0,1023,3484.18359
338233.0,1032,3559.498838
398748.0,1081,3640.6128
319526.0,942,3709.679563
380423.0,989,3784.425524
381208.0,968,3852.851944
270335.0,744,3908.820262
383287.0,961,3977.76567
262920.0,751,4032.817153
322122.0,979,4105.997831
269420.0,757,4163.115427
270570.0,740,4218.045781
268895.0,775,4274.400263
373569.0,970,4343.630134
253200.0,754,4399.467748
342685.0,819,4462.136845
244145.0,743,4513.391187
233810.0,808,4575.943825
352060.0,849,4636.484066
240355.0,719,4691.457831
252610.0,768,4748.492107
270485.0,747,4803.437464
324060.0,774,4860.477255
338475.0,790,4917.231253
357482.0,1332,5011.770611
289768.0,980,5083.939841
270935.0,763,5139.266226
247675.0,745,5193.886477
226910.0,747,5248.442045
257795.0,768,5304.12435
240415.0,776,5360.949092
251623.0,687,5409.600765
332610.0,841,5472.200693
447100.0,978,5539.497745
245960.0,735,5593.487487
506233.0,1072,5671.399435
259240.0,761,5726.209085
379403.0,1003,5800.813776
263210.0,758,5856.451444
266170.0,733,5909.978296
377822.0,956,5977.19891
243239.0,654,6025.219683
247677.0,638,6071.872423
309965.0,771,6128.290098
377096.0,924,6199.094346
257135.0,735,6249.821599
324571.0,1089,6330.68493
328568.0,1019,6404.989557
326852.0,1045,6481.248976
252845.0,759,6538.048022
253170.0,676,6586.951737
383773.0,861,6651.757885
283704.0,876,6716.16637
347360.0,829,6775.364666
342153.0,1021,6850.314562
