# {"t_start": 1702752009.4555216, "env_id": null} 
r,l,t
241447.0,2903,196.895717
264620.0,1911,326.951256
396893.0,1272,416.910191
256928.0,824,474.485491
247272.0,870,544.074386
358575.0,1257,635.488518
345375.0,1106,717.604093
397483.0,1225,802.754743
396128.0,1305,899.821818
256160.0,859,960.125663
272830.0,801,1017.532954
396595.0,934,1088.136294
254050.0,823,1146.286195
440018.0,1196,1235.119081
424148.0,1067,1310.384108
247150.0,754,1364.274911
342783.0,1167,1448.707334
322659.0,1053,1523.87271
431722.0,1044,1599.461539
250645.0,760,1654.91851
483541.0,1060,1731.844986
372346.0,1046,1812.359247
256855.0,785,1869.775266
385443.0,1053,1945.754495
345717.0,1082,2024.710242
438458.0,1053,2105.356172
262925.0,790,2162.446047
336315.0,836,2220.99655
435203.0,936,2291.349338
264540.0,757,2345.548333
262990.0,741,2397.346166
254325.0,770,2453.865078
379605.0,957,2525.295037
399365.0,962,2594.143989
256345.0,740,2649.287906
248480.0,745,2705.048419
252550.0,749,2760.566431
245606.0,687,2810.331292
278360.0,760,2866.299818
258720.0,761,2922.197644
434551.0,976,2995.451774
261460.0,760,3050.731214
427087.0,950,3119.096725
381333.0,988,3192.060666
361630.0,978,3261.286917
260230.0,775,3322.37253
384358.0,1039,3397.952401
264160.0,760,3453.316278
389343.0,969,3522.419146
532593.0,1267,3614.920944
255680.0,718,3670.666167
448448.0,1012,3746.143202
375858.0,871,3806.814213
455263.0,1032,3882.756082
380381.0,955,3956.037666
259595.0,723,4009.44214
404325.0,812,4067.841073
249615.0,749,4123.870263
261580.0,776,4181.02352
241373.0,677,4229.905127
242055.0,743,4284.882987
393020.0,812,4343.087474
255825.0,761,4399.263168
246790.0,743,4454.988422
255020.0,778,4511.322348
278215.0,761,4567.910291
380823.0,1169,4654.219851
291146.0,817,4717.669985
374616.0,891,4778.939774
281892.0,869,4843.244555
328900.0,799,4904.600047
312342.0,704,4954.737402
320855.0,786,5010.249251
263385.0,763,5066.132942
322520.0,826,5127.610925
251695.0,745,5178.515371
254065.0,766,5233.548452
232254.0,684,5285.40242
242391.0,687,5333.919571
281645.0,783,5391.262976
238710.0,751,5446.379553
397273.0,965,5517.11892
257750.0,776,5572.313234
412473.0,1066,5649.597804
333698.0,1021,5723.639792
376698.0,992,5797.9638
259115.0,782,5854.584198
377988.0,942,5921.328718
365580.0,883,5985.754642
248005.0,760,6041.09176
383828.0,1026,6116.315331
359735.0,776,6173.078992
265080.0,735,6227.725422
234655.0,764,6283.342858
