# {"t_start": 1701556196.0506792, "env_id": null} 
r,l,t
244335.0,1517,66.182142
254800.0,1373,132.003503
252070.0,1405,198.943744
425995.0,1553,273.805192
430315.0,1331,340.987822
255970.0,787,379.243114
541810.0,1460,451.031807
265085.0,931,496.071336
387960.0,1046,550.565253
365275.0,899,595.809384
403960.0,880,637.831671
482025.0,1195,698.729365
395760.0,877,744.24908
281210.0,853,785.449902
404535.0,969,835.095643
375140.0,834,875.846332
278785.0,784,917.776462
266100.0,778,956.848011
415465.0,1020,1008.130546
281135.0,746,1042.824384
271825.0,760,1081.162558
442765.0,934,1129.286585
377420.0,934,1176.856132
284590.0,759,1263.597728
280870.0,739,1292.842737
359300.0,785,1323.674559
478015.0,1067,1365.57968
285905.0,761,1395.86989
356315.0,969,1433.476496
352040.0,894,1468.051535
450095.0,1061,1509.140694
293665.0,790,1539.983629
303730.0,807,1571.424987
280735.0,726,1600.389229
494175.0,1118,1643.38347
434355.0,859,1677.439454
456925.0,976,1715.634497
417020.0,941,1752.392659
361445.0,797,1783.862471
442035.0,1126,1827.201515
368645.0,804,1859.046396
351735.0,780,1889.545446
274295.0,672,1916.442934
375200.0,819,1948.758436
285915.0,734,1977.9141
295935.0,761,2007.792846
281930.0,768,2038.363678
388315.0,1009,2077.90596
345195.0,767,2108.364922
269145.0,736,2137.233888
471555.0,884,2172.510469
379010.0,983,2210.429254
364760.0,822,2242.731479
283635.0,757,2272.242098
265185.0,800,2303.520098
453935.0,1111,2347.341331
253200.0,641,2372.787938
345720.0,809,2404.995923
280655.0,757,2434.249559
273970.0,718,2462.044748
286350.0,807,2494.146784
378930.0,831,2526.508655
292225.0,743,2556.224601
374660.0,1059,2597.741517
278595.0,748,2627.238748
466925.0,1070,2669.342259
278400.0,740,2698.247697
290160.0,758,2728.596079
283120.0,747,2757.904037
365480.0,841,2791.361472
380795.0,1124,2835.018149
263085.0,717,2862.810598
272980.0,758,2892.192763
447135.0,1027,2932.216822
409105.0,950,2969.421106
355435.0,804,3001.257186
347195.0,792,3032.245583
267275.0,754,3062.259936
288185.0,760,3091.740599
411190.0,1085,3133.716179
398110.0,946,3171.253383
464840.0,992,3209.670121
528830.0,1130,3254.661664
480545.0,1028,3294.697821
456060.0,785,3325.247465
279210.0,754,3355.580883
351330.0,788,3386.719516
442150.0,1048,3428.140894
264925.0,742,3456.087538
378030.0,781,3486.979724
355805.0,785,3517.632765
278220.0,741,3546.994995
273865.0,762,3576.5452
281285.0,721,3604.701172
343675.0,913,3640.299022
254205.0,727,3669.003655
274240.0,734,3697.919245
280190.0,731,3726.752375
544510.0,1082,3768.839544
280450.0,753,3798.897908
414970.0,808,3830.370968
275500.0,745,3860.11002
376955.0,819,3892.134072
303955.0,798,3923.760241
396815.0,964,3961.301277
416980.0,806,3993.273752
285950.0,768,4023.491398
289885.0,745,4052.293399
293605.0,747,4081.394052
373610.0,779,4112.481826
530065.0,1017,4152.21615
471670.0,984,4191.207817
403910.0,1079,4233.147825
281680.0,748,4262.607006
431865.0,992,4301.536086
412090.0,950,4338.435943
350625.0,847,4371.895843
363425.0,809,4403.654336
538400.0,1042,4444.228024
259500.0,652,4470.08635
458670.0,939,4506.933144
291250.0,669,4533.39551
373950.0,797,4565.147138
411000.0,984,4603.213282
391890.0,886,4638.012566
272935.0,749,4666.350287
374645.0,801,4697.952066
260460.0,841,4730.812627
408980.0,998,4769.917582
365650.0,806,4801.271822
290005.0,754,4831.023749
462930.0,1051,4871.908985
269500.0,736,4900.894498
412100.0,951,4938.350027
408420.0,968,4975.900763
282190.0,759,5006.134281
478945.0,953,5043.022857
279845.0,758,5072.624561
532330.0,994,5111.247652
476315.0,1086,5153.988055
353025.0,805,5185.70997
268080.0,771,5216.067876
275560.0,748,5245.634212
271560.0,723,5272.924283
354005.0,772,5303.302634
