# {"t_start": 1702791840.6354265, "env_id": null} 
r,l,t
703250.0,6212,334.740117
680030.0,4360,572.454046
684010.0,3810,735.172291
681130.0,6431,1015.372263
711775.0,3904,1173.014387
675395.0,4678,1368.493488
670280.0,4836,1599.018656
680610.0,4107,1786.681472
791110.0,4067,2048.680835
708865.0,3631,2287.725898
839745.0,4875,2562.125865
755050.0,3317,2751.027089
787190.0,4415,2998.930518
788990.0,4410,3215.768247
710675.0,4304,3480.233006
682360.0,3434,3691.761146
664390.0,3160,3886.443002
783770.0,3319,4088.778865
695895.0,3629,4317.702137
762880.0,3876,4558.5191
742390.0,3838,4750.459026
806450.0,3565,4925.956874
721760.0,2583,5051.35086
785160.0,3345,5214.824785
749475.0,2653,5345.569898
723395.0,2837,5482.217824
757930.0,3168,5637.712079
725890.0,2521,5759.549353
765205.0,2976,5907.839246
788055.0,2931,6048.248231
751830.0,2399,6167.451835
756920.0,2758,6304.004738
915255.0,3389,6468.015935
946230.0,3311,6630.751098
763175.0,2562,6757.010386
783760.0,2569,6884.000136
807675.0,3615,7060.945449
747360.0,2640,7188.483126
826825.0,2319,7303.74393
825415.0,2743,7437.148061
749185.0,2968,7579.975751
799025.0,2591,7704.273267
846175.0,3366,7865.557658
861715.0,2547,7991.129259
834880.0,2853,8128.35296
859100.0,3671,8304.1765
828310.0,2502,8426.752925
865950.0,2461,8545.346746
838000.0,2692,8675.293128
891440.0,3045,8822.060889
787260.0,2583,8947.325451
796010.0,3400,9110.119759
761010.0,3018,9255.941127
753180.0,3236,9409.375648
754675.0,2595,9535.442551
739085.0,2958,9677.086154
762400.0,2271,9787.136229
850060.0,2636,9915.98839
814170.0,2970,10058.559857
747405.0,2242,10169.276026
750445.0,2464,10287.014707
744845.0,2717,10417.376725
785665.0,2388,10533.176081
825795.0,2987,10676.625474
798950.0,2567,10799.394426
880615.0,2565,10924.748855
845240.0,2494,11045.839872
803125.0,2373,11157.992793
811230.0,2385,11274.430463
744120.0,2532,11396.893476
905025.0,2395,11513.346346
971780.0,2397,11625.957836
770545.0,2572,11750.234006
820885.0,2413,11866.289607
877190.0,2774,11999.862995
830875.0,2654,12128.404114
874570.0,2375,12242.15836
765255.0,3198,12395.934808
814065.0,2337,12507.600249
911220.0,2709,12666.905838
779505.0,2251,12745.156171
789110.0,3027,12849.356279
808005.0,2590,12938.134868
773510.0,2765,13034.148748
777260.0,2833,13131.388167
777235.0,2028,13202.145847
823380.0,2830,13301.29219
764065.0,3051,13407.086435
790220.0,2240,13484.939616
744365.0,2674,13577.619112
820665.0,3111,13685.762957
764290.0,2907,13786.125634
861250.0,2420,13871.049574
770880.0,2392,13953.985512
780115.0,2401,14038.22991
799725.0,2357,14119.337014
745070.0,2385,14201.887255
771090.0,2067,14273.401223
952030.0,2325,14354.279844
794015.0,2287,14433.432147
807705.0,2665,14525.103285
806900.0,2436,14609.708001
922410.0,2601,14699.629192
814720.0,2271,14778.070326
797180.0,2839,14876.73847
829815.0,2921,14978.787138
769075.0,2895,15079.305336
814815.0,2753,15175.326992
822685.0,2400,15258.796205
794905.0,2784,15355.518101
749470.0,2256,15433.89053
766855.0,2591,15523.98564
869915.0,2301,15603.270673
809435.0,2799,15699.39647
782145.0,2831,15797.439504
794070.0,2396,15880.108797
800165.0,2222,15957.264254
805600.0,2651,16049.577086
814385.0,2293,16131.835447
851005.0,2392,16217.473989
855235.0,2561,16307.446949
829150.0,2369,16390.011325
764195.0,2473,16475.88517
795875.0,2251,16554.862634
773350.0,2258,16633.316893
763715.0,2706,16727.278219
794320.0,2396,16811.195684
884475.0,2668,16903.777463
768195.0,2826,17001.24307
